,social_assit,pharmaceutical,general_surgeon,general_practitioner,nurse,physiotherapist,gynecologist,family_physician,Nutricionista,pediatrician
412310,1,2,-,-,2,1,-,1,-,-
412320,1,1,-,1,3,3,-,1,1,1
412330,2,2,-,1,7,1,-,1,1,-
412340,2,2,-,3,13,2,-,1,1,-
412350,2,6,1,17,26,7,-,10,5,-
412360,-,-,-,-,3,1,1,1,-,-
412370,1,-,-,5,6,5,-,2,-,-
412380,2,3,-,1,11,5,-,2,2,-
412382,1,1,-,1,4,1,-,1,1,-
412385,3,1,-,-,7,2,-,1,-,1
412390,2,3,-,2,24,5,1,1,-,-
412395,-,1,-,2,3,-,-,-,-,-
412400,1,1,-,1,4,2,-,2,1,-
412402,1,2,-,2,13,6,-,2,1,-
412405,2,1,-,13,21,8,-,2,2,-
412410,6,6,4,16,68,16,8,8,9,6
412420,2,1,-,-,5,1,-,1,1,-
412430,1,2,-,-,5,3,-,1,-,-
412440,4,6,-,4,8,8,-,9,2,-
412450,3,2,-,2,7,2,-,1,-,-
412460,1,2,-,2,9,2,-,1,1,-
412470,2,2,-,1,10,2,-,3,1,-
412480,1,4,-,6,10,12,-,-,3,-
412490,1,-,-,1,5,1,-,-,-,-
412500,3,4,-,2,11,4,-,2,-,-
412510,2,1,-,3,11,3,-,2,2,1
412520,2,12,-,1,10,3,-,1,1,1
412530,1,-,-,3,9,1,-,1,1,-
412535,-,-,-,1,8,1,-,1,1,-
412540,2,-,-,3,4,1,-,-,1,-
412545,-,2,1,-,2,-,-,1,1,-
412550,20,57,-,97,276,102,12,47,27,20
412555,-,2,-,1,2,1,-,1,1,-
412560,2,4,-,38,26,13,-,3,6,3
412570,3,4,-,5,41,13,-,8,7,-
412575,2,1,-,3,7,4,-,1,-,-
412580,3,1,-,2,8,6,-,1,1,-
412590,-,1,-,-,3,1,-,-,-,-
412600,2,1,-,1,11,4,-,1,1,-
412610,1,1,-,2,7,3,-,-,1,-
412620,1,3,-,2,7,2,-,1,1,-
412625,8,13,-,31,90,11,1,13,6,4
412627,1,2,-,1,5,2,-,1,2,-
412630,2,4,-,5,13,7,1,3,1,1
412635,-,2,-,-,5,-,-,3,1,-
412640,1,3,-,1,9,4,-,1,1,-
412650,3,6,-,3,11,5,-,2,4,-
412660,1,2,-,10,13,10,-,2,3,2
412665,1,-,-,-,2,1,-,1,-,-
412667,2,4,-,-,13,4,-,2,1,-
412670,1,-,-,-,4,1,-,1,1,-
412680,1,5,-,3,15,2,1,3,1,1
412690,1,1,-,8,8,1,-,1,-,-
412700,2,4,-,4,9,3,-,2,2,-
412710,8,21,-,57,67,22,1,9,6,2
412720,2,2,-,5,24,2,-,2,1,-
412730,2,4,-,7,18,5,-,4,3,-
412740,2,3,-,6,24,4,1,2,2,-
412750,2,3,-,5,10,3,-,2,1,-
412760,-,2,-,5,11,4,-,2,1,-
412770,30,92,1,143,192,94,15,15,29,19
412780,1,3,-,4,10,1,-,1,1,-
412785,2,-,-,1,11,3,-,2,1,-
412788,-,1,-,1,4,1,-,2,-,-
412790,1,4,-,2,11,1,-,1,-,-
412795,2,3,-,4,8,1,-,1,1,-
412796,2,5,-,2,16,3,1,6,1,-
412800,4,6,1,9,24,10,2,2,5,-
412810,17,60,2,172,220,48,7,13,36,27
412820,11,24,-,96,74,30,2,11,11,7
412830,-,1,-,3,1,-,-,-,-,-
412840,2,3,-,3,9,4,-,2,1,-
412850,3,2,-,4,13,4,-,5,2,1
412853,1,1,-,5,10,2,-,-,-,-
412855,1,2,-,3,9,5,1,1,1,-
412860,-,7,-,2,13,1,1,1,-,-
412862,1,1,-,-,4,1,-,1,-,-
412863,-,-,-,-,3,1,-,2,-,-
412865,2,-,-,-,3,-,-,1,1,-
412870,1,3,-,3,5,1,-,2,1,-
412880,-,-,-,3,6,2,-,-,1,-
420005,1,2,-,-,3,2,-,1,1,-
420010,4,2,1,21,19,8,2,4,2,2
420020,1,2,-,5,11,6,1,5,2,1
420030,-,-,-,1,2,1,-,1,1,1
420040,2,3,-,4,7,4,1,1,2,-
420050,1,1,-,6,6,2,-,-,-,1
420055,-,3,-,1,2,2,-,-,1,1
420060,2,3,-,3,3,4,1,2,-,1
420070,1,1,-,1,5,2,-,4,-,1
420075,2,4,-,5,2,3,1,-,1,-
420080,1,-,-,4,7,4,-,2,1,-
420090,-,3,-,4,7,3,1,1,2,1
420100,3,2,-,3,9,7,-,3,1,1
420110,2,2,-,3,5,1,-,-,1,-
420120,1,1,-,5,8,3,1,4,-,-
420125,3,2,-,8,8,4,-,3,1,1
420127,-,3,-,7,7,1,-,-,2,-
420130,4,9,1,18,37,10,-,8,1,-
420140,11,9,4,87,104,32,9,10,11,21
420150,4,3,-,6,9,3,-,1,1,1
420160,-,5,-,2,4,3,-,-,3,-
420165,1,2,-,3,1,2,-,-,1,-
420170,-,6,-,8,4,2,-,2,1,1
420180,-,1,-,1,2,1,1,-,1,1
420190,1,1,-,1,1,1,-,2,-,1
420195,1,5,-,3,6,3,1,4,1,-
420200,28,30,16,256,263,95,64,18,24,89
420205,-,2,-,6,6,3,-,3,1,1
420207,1,4,-,4,12,4,-,2,1,1
420208,-,-,-,2,3,2,-,1,1,1
420209,-,1,-,1,1,1,-,-,1,-
420210,4,5,-,28,28,12,1,11,2,2
420213,1,2,-,3,5,5,-,3,-,-
420215,1,1,-,2,2,2,1,1,1,-
420220,1,3,-,5,10,1,-,5,1,1
420230,8,17,1,139,99,27,19,11,16,14
420240,55,97,26,427,754,124,68,40,48,114
420243,-,4,-,1,3,3,-,2,-,-
420245,1,2,-,14,19,4,1,5,1,2
420250,-,2,-,3,7,1,-,2,1,-
420253,-,2,-,2,1,1,-,1,1,-
420257,1,1,-,1,2,1,-,-,1,1
420260,2,4,-,1,5,2,-,1,1,-
420270,-,1,-,6,6,1,1,3,1,-
420280,5,9,-,65,51,14,-,9,6,4
420285,2,1,-,1,4,2,-,1,-,-
420287,-,1,-,1,2,2,-,1,1,-
420290,17,37,10,76,169,49,22,33,15,31
420300,10,15,1,57,90,35,4,14,8,10
420310,1,2,-,4,10,4,-,2,1,-
420315,1,3,-,1,6,3,-,1,1,-
420320,6,9,-,15,39,16,1,15,5,1
420325,-,1,-,-,2,2,-,1,-,1
420330,1,3,-,16,11,4,-,3,1,1
420340,2,1,-,5,9,3,-,2,-,1
420350,2,5,-,7,9,3,-,2,4,1
420360,5,6,-,40,39,22,2,5,1,6
420370,1,4,-,3,11,4,1,1,1,1
420380,15,14,3,62,49,24,8,6,8,15
420390,3,1,-,24,16,14,-,1,2,5
420395,1,3,-,14,27,9,-,7,1,1
420400,2,4,-,3,7,3,-,1,-,2
420410,1,4,-,2,7,4,-,1,1,1
420415,-,1,-,1,2,1,-,-,-,-
420417,-,1,-,-,4,1,-,2,-,-
420419,1,-,-,-,3,1,-,2,1,-
420420,39,89,8,306,462,158,35,58,54,66
420425,5,11,-,13,16,9,3,5,1,1
420430,6,19,2,132,122,66,4,8,11,11
420435,1,2,-,-,3,2,-,3,1,-
420440,2,2,-,5,8,4,-,3,1,-
420445,1,1,-,1,2,1,-,1,1,-
420450,1,10,-,16,13,4,-,5,1,1
420455,1,2,-,4,12,10,-,2,-,-
420460,39,91,15,236,456,143,47,32,58,64
420470,2,4,-,5,9,7,-,2,3,1
420475,-,1,-,1,1,1,-,1,2,-
420480,6,9,-,72,63,23,2,5,5,7
420490,1,4,-,3,7,6,-,1,1,3
420500,3,5,1,12,17,6,1,2,2,1
420510,-,2,-,1,3,1,-,1,1,-
420515,1,1,-,1,2,1,-,-,1,-
420517,1,1,-,2,3,1,-,1,1,-
420519,1,-,-,1,3,3,-,1,-,-
420520,1,1,-,3,5,2,-,-,1,-
420530,2,3,-,18,7,5,-,2,4,1
420535,-,1,-,1,2,1,-,-,1,-
420540,115,254,60,810,1399,487,162,146,202,326
420543,1,3,-,1,1,3,-,1,1,-
420545,3,4,1,9,16,6,-,5,2,-
420550,6,21,-,20,33,20,2,4,5,2
420555,1,1,-,-,2,1,-,1,-,-
420560,1,-,-,-,6,2,-,-,1,-
420570,4,2,-,15,20,17,1,11,4,1
420580,1,2,1,15,14,6,1,5,2,-
420590,4,5,5,20,60,12,2,20,4,7
420600,1,2,-,3,10,4,-,3,1,-
420610,1,2,-,4,4,1,-,1,1,-
420620,1,1,-,5,9,5,-,5,1,-
420630,1,5,-,11,14,6,-,4,2,-
420640,1,1,-,8,14,6,-,2,2,1
420650,4,20,2,41,26,12,2,7,3,7
420660,2,1,-,4,9,3,-,1,2,-
420665,1,2,-,1,5,-,-,4,1,-
420670,1,4,-,30,27,11,1,2,2,2
420675,2,1,-,1,1,2,-,-,-,1
420680,1,-,-,3,5,1,-,-,1,-
420690,5,9,-,43,52,12,3,4,5,2
420700,7,10,2,62,54,21,1,17,5,4
420710,2,-,-,5,13,2,-,5,2,1
420720,1,3,-,7,8,2,-,4,1,1
420730,7,8,1,18,46,22,2,6,6,5
420740,-,-,-,4,7,1,1,1,1,-
420750,4,13,1,43,48,29,11,15,10,6
420757,1,1,-,1,1,2,-,1,1,1
420760,2,2,-,2,5,5,-,-,2,2
420765,2,3,-,6,13,5,1,1,2,1
420768,5,4,-,3,5,5,1,1,1,1
420770,2,1,-,1,9,2,-,1,3,-
420775,2,1,-,2,2,2,-,-,-,-
420780,2,2,-,4,13,4,-,5,2,-
420785,-,1,-,1,2,1,-,-,1,-
420790,2,2,-,3,13,3,1,3,1,1
420800,2,3,-,4,10,8,-,1,3,1
420810,3,2,-,21,15,7,2,3,2,-
420820,31,44,20,342,464,146,24,39,56,69
420830,3,8,2,28,44,40,3,13,11,5
420840,1,5,1,14,13,5,-,2,1,1
420845,1,1,-,5,18,11,-,6,1,-
420850,3,4,1,28,33,10,2,4,4,-
420860,1,2,-,3,3,3,-,-,1,-
420870,-,2,2,7,13,4,-,2,2,-
420880,1,14,-,7,20,5,1,6,2,2
420890,22,45,15,208,210,99,12,16,27,59
420895,-,2,-,1,2,1,-,-,1,-
420900,7,21,-,111,76,39,5,-,10,9
420910,56,187,31,479,1054,378,72,138,121,163
420915,-,2,-,2,4,2,-,1,1,-
420917,1,-,-,1,2,2,-,1,1,-
420920,-,1,-,1,1,2,-,-,-,-
420930,37,38,-,259,283,159,7,37,26,25
420940,7,8,-,32,42,12,4,10,5,5
420945,-,1,-,2,1,2,-,1,1,-
420950,-,1,-,1,4,1,1,-,-,-
420960,2,4,-,3,19,7,-,5,2,1
420970,2,1,-,1,7,1,-,4,-,-
420980,1,2,-,-,1,1,-,2,-,-
420985,3,2,-,1,3,2,-,1,-,-
420990,1,-,-,2,7,1,-,4,1,2
421000,-,4,-,21,17,5,-,1,3,-
421003,3,2,-,2,11,2,-,1,2,-
421005,1,1,-,1,3,3,-,-,1,-
421010,11,8,1,225,105,26,2,19,8,13
421020,-,1,-,1,3,1,-,1,1,-
421030,4,3,-,2,7,2,-,2,1,-
421040,1,1,-,2,7,3,-,1,1,-
421050,4,12,1,28,33,25,1,8,6,4
421055,1,1,-,1,1,2,1,-,1,-
421060,1,7,-,17,15,7,-,5,2,-
421070,2,1,-,-,5,1,-,2,-,-
421080,1,3,-,6,12,3,-,2,3,-
421085,-,1,-,2,3,1,-,-,1,-
421090,1,2,-,3,5,3,-,2,1,-
421100,4,5,-,6,12,2,-,-,2,1
421105,-,2,-,2,4,1,-,3,-,-
421110,2,2,-,1,11,3,-,3,1,-
421120,3,4,-,9,22,7,-,5,2,-
421125,1,1,-,-,4,2,-,-,1,1
421130,5,6,2,16,43,21,3,12,4,3
421140,-,2,-,4,7,1,-,1,1,1
421145,1,2,-,2,2,1,-,1,2,-
421150,2,3,-,6,16,8,-,6,2,-
421160,2,6,-,16,14,11,-,4,3,-
421165,2,-,-,2,1,1,-,-,2,1
421170,4,7,-,24,25,11,2,3,3,2
421175,5,3,-,4,13,10,-,1,1,-
421180,2,4,-,-,4,5,-,1,-,-
421185,1,1,-,1,2,1,-,1,1,-
421187,1,2,-,1,1,-,-,1,1,-
421189,1,1,-,-,2,1,-,1,1,-
421190,9,25,2,52,120,45,3,35,17,15
421200,1,2,-,3,10,3,-,-,2,1
421205,1,3,-,-,5,-,-,1,-,-
421210,3,8,-,15,21,5,-,-,2,3
421220,4,4,-,4,15,8,-,2,2,2
421223,1,1,-,1,4,2,-,2,1,-
421225,1,2,-,7,6,3,2,2,-,2
421227,1,1,-,1,6,-,-,-,2,-
421230,2,1,-,4,9,3,-,3,1,-
421240,1,1,-,2,3,-,-,1,1,1
421250,1,4,-,3,27,9,-,5,3,-
421260,2,3,-,1,7,-,-,-,2,-
421265,1,3,-,2,5,2,-,3,1,1
421270,-,2,-,1,4,1,-,-,1,-
421280,2,2,-,10,18,9,-,8,5,-
421290,4,2,-,9,25,12,-,7,5,2
421300,1,3,-,1,3,1,-,1,-,1
421310,2,3,-,4,3,5,-,1,1,-
421315,-,2,-,1,2,1,-,1,1,-
421320,1,5,3,17,39,7,-,8,4,4
421330,-,1,-,3,3,2,-,2,-,-
421335,1,1,-,-,2,1,-,2,-,-
421340,3,4,-,4,10,2,-,1,1,1
421350,2,3,-,5,21,6,1,6,1,-
421360,11,9,1,81,38,33,4,4,11,7
421370,2,2,-,11,16,3,-,3,2,-
421380,1,14,3,6,15,4,1,-,1,-
421390,-,2,-,1,2,-,-,1,1,-
421400,3,2,-,12,23,7,-,5,2,1
421410,-,-,-,-,1,1,-,1,-,-
421415,-,1,-,-,1,2,-,1,1,1
421420,2,3,1,11,16,2,-,2,1,1
421430,1,3,-,1,3,1,-,1,-,-
421440,-,3,-,5,4,4,-,-,2,1
421450,-,1,-,2,5,1,-,2,-,-
421460,1,-,-,1,5,5,-,3,1,-
421470,1,3,1,3,9,4,-,3,2,4
421480,9,13,3,80,101,21,2,8,17,14
421490,2,4,-,4,8,3,-,1,3,-
421500,6,8,-,20,31,12,-,7,3,4
421505,-,-,-,-,-,1,-,-,-,-
421507,-,1,-,-,4,1,-,2,-,-
421510,2,2,1,2,7,3,-,5,1,-
421520,1,2,-,4,5,1,-,-,1,-
421530,-,1,-,3,6,2,-,2,2,-
421535,-,-,-,-,2,1,-,1,1,-
421540,-,2,-,5,4,1,-,1,1,-
421545,1,2,-,1,7,3,-,4,1,1
421550,5,-,-,6,12,6,-,3,1,-
421555,-,-,-,2,1,1,-,-,1,-
421560,1,1,-,1,3,1,-,1,1,-
421565,2,1,-,3,5,5,-,4,1,-
421567,1,1,-,1,3,-,-,1,-,-
421568,-,1,-,1,2,1,-,2,1,-
421569,1,1,-,1,2,-,-,2,1,-
421570,4,2,1,14,27,7,-,3,3,1
421575,-,1,-,1,3,2,-,1,1,-
421580,9,19,7,81,78,35,2,5,10,12
421590,-,1,-,-,5,1,-,1,1,-
421600,4,3,1,3,10,6,-,1,1,-
421605,1,2,-,2,3,1,-,-,-,-
421610,2,8,-,5,5,3,-,3,1,-
421620,7,9,-,22,57,20,2,8,5,5
421625,-,2,-,4,9,1,1,1,2,-
421630,4,3,2,10,20,4,-,5,2,2
421635,-,1,-,3,4,2,-,2,1,-
421640,-,2,-,1,5,4,-,2,-,-
421650,6,7,1,9,27,11,2,9,2,2
421660,46,54,2,132,316,111,15,53,43,40
421670,3,2,-,8,12,6,-,-,1,-
421680,2,1,-,2,4,4,-,2,-,-
421690,3,16,1,33,33,15,1,6,6,1
421700,1,1,-,4,11,4,-,5,1,-
421710,1,1,-,2,6,1,-,-,2,-
421715,-,1,-,1,1,1,-,-,1,-
421720,7,24,5,25,111,38,5,5,7,5
421725,3,2,-,6,26,1,-,1,1,-
421730,-,3,-,2,7,-,-,3,3,1
421740,1,3,-,2,13,4,-,4,2,-
421750,-,5,-,7,20,10,-,4,7,1
421755,1,2,-,2,1,1,-,1,1,-
421760,4,1,-,4,13,3,-,3,1,-
421770,4,16,1,10,27,13,1,3,4,2
421775,-,1,-,1,2,1,-,-,1,-
421780,1,3,-,9,17,4,-,4,3,-
421790,3,2,-,2,10,7,1,1,3,1
421795,-,1,-,1,2,1,-,-,1,-
421800,3,9,-,29,42,12,3,10,8,4
421810,-,2,-,3,9,2,-,2,2,-
421820,5,10,-,14,44,20,4,13,8,6
421825,1,1,-,2,7,1,-,3,-,-
421830,6,2,-,2,24,9,1,2,3,-
421835,2,2,-,3,4,3,-,2,1,-
421840,1,2,-,-,11,3,-,1,2,-
421850,-,3,-,1,5,4,-,-,-,-
421860,2,2,-,6,8,4,-,1,-,-
421870,17,32,19,63,237,61,22,27,27,26
421875,3,2,1,4,7,3,-,-,1,1
421880,3,2,3,10,18,7,-,2,3,1
421885,1,1,-,1,2,2,-,1,1,-
421890,2,2,-,5,13,4,1,3,1,-
421895,1,1,-,1,2,1,1,-,1,-
421900,2,6,1,9,25,10,2,5,3,2
421910,1,2,-,2,4,1,-,-,2,1
421915,1,1,-,-,2,1,-,-,1,-
421917,2,2,-,-,4,-,-,1,2,-
421920,1,2,-,2,5,3,-,1,1,-
421930,8,21,3,49,61,19,6,8,10,7
421935,1,2,-,3,4,1,-,3,1,-
421940,1,2,-,1,5,-,-,1,2,-
421950,10,17,-,52,81,27,6,11,9,10
421960,1,3,-,1,4,1,-,-,2,-
421970,7,8,-,6,23,9,-,6,3,-
421985,-,1,-,1,2,3,-,-,-,-
422000,3,1,-,5,9,4,-,1,1,-
430003,1,-,-,2,10,1,-,1,1,2
430005,1,3,-,4,9,2,1,1,1,1
430010,-,4,-,17,11,4,1,-,3,1
430020,3,3,-,8,12,8,-,3,3,-
430030,1,1,-,1,8,2,-,1,2,-
430040,12,16,2,43,82,27,3,20,14,11
430045,1,1,-,4,3,3,-,-,1,-
430047,-,1,-,-,2,1,-,1,1,1
430050,1,2,1,5,10,1,1,1,1,1
430055,1,2,-,1,1,1,-,1,1,-
430057,-,1,-,5,5,1,1,1,1,1
430060,14,14,4,66,117,30,25,29,7,27
430063,-,1,-,5,6,1,-,-,-,-
430064,2,1,-,3,7,1,-,2,2,2
430066,1,1,-,3,2,1,-,1,1,-
430070,1,4,-,12,10,4,-,-,2,1
430080,4,8,-,11,17,5,1,2,7,2
430085,-,1,-,4,13,1,-,2,-,1
430087,-,1,-,11,10,3,1,-,2,2
430090,-,3,-,7,10,6,1,-,1,1
430100,1,8,2,35,31,6,1,1,5,7
430105,-,1,-,5,17,3,1,3,1,1
430107,-,-,-,5,5,1,1,1,1,1
430110,3,2,-,13,12,5,2,3,1,1
430120,1,3,-,12,13,5,-,3,2,3
430130,4,3,-,11,23,8,-,3,3,-
430140,1,4,-,6,12,4,-,3,2,1
430150,2,2,-,7,12,2,-,-,3,-
430155,1,-,-,5,4,1,-,-,1,-
430160,19,23,2,74,128,59,10,22,24,20
430163,3,3,-,78,23,3,2,2,1,2
430165,3,-,-,9,6,3,-,1,1,-
430170,-,1,-,5,10,2,-,4,1,1
430175,-,1,-,3,6,-,-,1,-,1
430180,-,-,-,5,4,2,-,-,-,-
430185,1,1,-,-,-,3,-,-,1,-
430187,1,1,-,2,10,2,-,-,1,-
430190,-,3,-,6,12,4,1,3,-,1
430192,-,1,-,-,1,1,1,1,1,-
430195,-,2,-,1,3,3,1,-,1,1
430200,-,4,-,6,6,4,1,2,1,1
430205,-,1,-,1,3,1,-,1,2,-
430210,9,39,21,160,156,53,20,12,21,35
430215,-,3,-,2,3,1,-,1,1,-
430220,2,2,-,2,12,3,-,2,3,1
430222,-,1,-,1,6,2,-,1,2,1
430223,-,1,-,1,2,1,-,-,1,1
430225,1,1,-,2,1,1,-,-,1,1
430230,1,1,-,8,9,6,-,1,1,1
430235,1,4,1,23,15,1,-,3,2,2
430237,-,-,-,-,2,1,-,1,1,-
430240,3,-,1,10,9,4,-,1,2,1
430245,1,2,-,-,7,6,-,1,2,2
430250,1,1,-,1,7,2,-,1,1,-
430258,-,1,-,3,3,1,-,-,1,-
430260,-,1,-,1,5,2,-,1,2,-
430265,1,-,-,3,5,3,1,1,1,1
430270,3,1,-,14,13,9,-,3,3,2
430280,1,7,-,29,34,7,-,3,3,6
430290,1,2,-,6,14,2,-,3,2,1
430300,13,27,1,131,132,47,3,6,12,21
430310,9,45,1,83,115,23,29,17,9,49
430320,-,3,-,2,5,1,-,2,-,-
430330,1,4,-,3,6,4,-,1,2,1
430340,3,1,-,4,9,2,-,-,2,-
430350,17,6,1,93,89,32,2,7,11,14
430355,1,-,-,2,2,2,1,2,1,1
430360,1,2,-,3,6,3,-,1,3,-
430367,-,1,-,1,1,2,-,-,1,1
430370,-,2,-,1,11,2,-,1,1,2
430380,1,3,-,4,6,3,1,1,1,-
430390,4,23,7,73,82,17,15,12,8,27
430400,1,1,-,2,6,2,-,1,2,-
430410,-,1,-,2,6,1,-,1,1,1
430420,2,6,-,14,24,8,-,2,5,6
430430,-,2,-,2,8,2,-,2,2,1
430435,3,1,-,5,8,4,1,4,3,-
430440,3,9,-,70,36,14,3,3,6,10
430450,7,15,-,41,37,11,2,2,3,13
430460,45,79,19,381,648,155,45,64,65,124
430461,2,1,-,1,2,-,-,2,1,-
430462,-,1,-,1,3,1,1,1,1,1
430463,5,20,3,48,92,29,4,7,5,12
430465,1,1,-,1,2,1,1,2,1,1
430466,3,2,-,33,35,4,-,3,1,2
430467,1,1,-,2,4,1,-,-,1,1
430468,1,3,-,24,6,1,-,6,1,-
430469,-,1,-,-,2,2,-,1,2,-
430470,5,20,3,73,93,30,14,8,9,8
430471,-,1,-,1,4,1,-,2,-,1
430480,2,6,-,27,28,15,3,2,5,7
430485,-,1,-,-,1,1,-,-,1,-
430490,2,5,1,6,11,6,-,-,3,2
430495,-,-,-,3,3,1,-,1,-,-
430500,1,1,-,3,10,6,-,6,1,-
430510,64,160,16,734,853,284,85,36,106,187
430511,-,1,-,2,1,2,-,-,-,-
430512,1,1,-,2,2,1,-,1,1,1
430513,1,1,-,2,2,2,-,1,1,1
430515,-,1,-,2,2,2,1,-,1,1
430517,2,3,-,7,7,2,-,1,1,-
430520,-,11,-,17,10,5,-,5,3,2
430530,1,2,-,3,14,3,-,3,2,1
430535,16,8,-,23,42,16,4,11,3,3
430537,2,1,-,1,3,2,1,-,1,1
430540,-,1,-,1,6,1,-,-,2,1
430543,-,1,-,6,13,1,1,1,-,2
430544,1,3,-,3,6,1,-,-,-,-
430545,2,1,-,5,8,5,1,6,1,1
430550,1,1,-,4,5,2,-,-,1,-
430558,-,1,-,1,4,1,1,-,1,1
430560,1,2,-,2,6,2,-,1,1,-
430570,2,3,-,2,11,2,-,1,2,-
430580,2,2,-,5,10,5,-,2,2,4
430583,-,1,-,-,3,1,-,-,1,-
430585,-,1,-,-,2,1,-,1,-,-
430587,-,1,-,1,3,1,-,-,1,-
430590,1,2,-,4,8,4,-,1,3,-
430593,1,1,-,-,2,1,-,-,-,1
430595,-,-,-,-,6,2,-,1,1,-
430597,1,2,-,2,3,1,1,-,2,1
430600,3,3,-,11,16,5,-,5,3,-
430605,2,-,-,3,7,2,-,4,2,1
430607,1,1,-,-,3,1,-,1,-,-
430610,8,34,1,62,138,43,6,16,17,10
430613,1,1,-,1,1,3,-,1,1,-
430620,1,6,-,5,13,2,-,2,2,2
430630,1,1,-,4,7,2,1,1,1,1
430632,-,1,-,1,2,2,-,1,-,-
430635,-,-,-,2,1,1,-,-,-,-
430637,-,3,-,3,4,3,1,1,1,-
430640,3,3,2,28,32,17,6,5,7,6
430642,-,1,-,-,2,1,-,2,1,-
430645,-,2,-,1,5,2,1,-,1,1
430650,-,3,-,-,5,2,-,2,3,-
430655,-,1,-,1,2,3,1,-,2,-
430660,6,10,-,29,35,18,-,5,2,3
430670,-,-,-,-,5,-,-,1,-,-
430673,-,1,-,1,3,2,-,1,1,-
430675,-,1,-,1,3,2,-,1,1,-
430676,1,5,-,35,34,4,6,-,1,2
430680,3,17,2,40,46,22,-,2,9,5
430690,1,6,-,9,25,5,-,4,4,3
430692,-,-,-,1,7,1,-,-,1,-
430693,2,3,-,3,9,7,-,1,1,1
430695,-,1,-,1,3,2,-,1,1,-
430697,1,1,-,2,5,-,-,1,-,-
430700,10,29,4,144,149,62,15,12,17,24
430705,-,-,-,1,5,1,-,1,1,-
430710,1,1,-,1,5,2,-,2,2,1
430720,-,2,-,3,6,1,1,2,1,-
430730,1,1,-,1,7,2,-,3,2,-
430740,-,1,-,2,2,1,-,-,1,1
430745,-,1,-,1,3,1,-,2,1,-
430750,2,7,2,6,19,10,-,5,5,2
430755,1,2,-,3,8,6,-,2,2,-
430760,4,14,-,64,47,11,6,7,9,17
430770,13,21,9,121,99,60,16,12,13,32
430780,6,16,1,115,67,16,5,-,15,26
430781,-,1,-,-,4,3,-,-,1,-
430783,-,1,-,2,6,1,-,1,-,-
430786,-,-,-,3,3,1,-,1,1,1
430790,5,16,-,41,66,29,1,9,5,2
430800,5,6,4,154,38,41,3,2,18,7
430805,-,1,-,1,2,3,-,1,1,-
430807,1,2,-,1,2,2,-,2,1,-
430810,2,5,1,23,16,4,1,1,2,3
430820,3,7,-,17,26,17,-,2,7,1
430825,-,2,-,-,2,-,-,-,1,-
430830,1,2,-,4,8,3,-,2,2,-
430840,-,1,-,2,9,2,-,1,1,1
430843,1,1,-,-,4,1,-,-,1,-
430845,2,2,-,1,8,3,-,2,2,-
430850,6,9,2,27,38,17,-,5,4,4
430860,2,4,1,35,17,22,-,1,5,-
430865,1,1,-,1,4,1,-,1,-,-
430870,2,2,-,6,6,5,-,-,3,-
430880,-,1,-,2,4,3,-,3,1,1
430885,-,1,-,1,2,1,1,-,1,1
430890,3,6,-,19,20,6,-,-,3,1
430900,3,10,1,11,44,23,-,1,5,3
430905,-,1,-,5,5,2,-,2,-,1
430910,5,12,5,63,56,22,3,3,13,10
430912,1,1,-,2,3,2,-,-,2,-
430915,-,2,-,1,4,1,-,1,2,-
430920,16,19,27,207,239,81,48,48,29,54
430925,2,1,-,2,2,-,-,1,-,-
430930,12,17,6,47,83,21,8,1,9,17
430940,4,9,1,25,22,12,-,4,7,5
430950,1,2,-,-,9,5,1,1,2,2
430955,1,1,-,1,2,2,-,2,1,1
430957,-,1,-,2,2,1,-,1,1,-
430960,4,8,-,6,18,15,-,7,6,1
430965,1,2,-,1,2,1,-,1,-,-
430970,1,1,-,3,7,1,-,-,2,-
430975,1,1,-,-,2,1,-,-,-,-
430980,-,1,-,3,6,1,-,-,1,1
430990,-,2,-,3,6,4,-,2,-,-
430995,-,1,-,-,2,2,1,2,-,-
431000,1,10,-,22,14,27,5,3,5,4
431010,3,7,2,51,39,14,6,6,5,10
431020,21,48,12,66,183,87,8,12,28,23
431030,2,1,-,3,6,2,-,2,3,1
431033,1,-,-,14,26,7,2,-,1,1
431036,-,1,-,1,2,1,1,1,1,-
431040,-,2,-,1,8,1,-,2,1,-
431041,-,1,-,1,2,1,-,1,2,-
431043,-,1,-,1,6,3,-,-,1,-
431046,-,1,-,1,2,1,-,1,1,-
431050,3,3,-,7,8,3,-,-,2,2
431053,1,2,-,1,4,1,-,1,1,-
431055,-,1,-,1,3,1,-,2,-,-
431057,-,-,-,2,1,-,-,-,-,-
431060,5,4,-,17,31,11,2,4,5,3
431065,-,1,-,4,2,3,-,-,1,-
431070,-,1,-,1,2,1,-,1,1,-
431075,-,2,-,-,2,-,-,-,1,-
431080,1,9,1,25,24,9,3,-,2,9
431085,2,1,-,6,8,2,-,1,2,-
431087,-,-,-,1,3,2,-,1,1,-
431090,-,2,-,2,4,1,-,1,1,-
431100,4,7,1,7,27,6,1,7,1,3
431110,1,3,-,11,11,4,1,-,2,1
431112,1,-,-,1,4,2,-,-,2,-
431113,-,-,-,1,3,-,-,1,1,-
431115,1,1,-,2,5,1,-,-,3,-
431120,3,11,-,11,17,12,1,1,3,2
431123,1,1,-,-,1,1,-,-,1,-
431125,-,2,-,-,3,1,-,1,1,-
